DATE,NFCI
1971-01-08,0.56137
1971-01-15,0.60987
1971-01-22,0.66888
1971-01-29,0.73282
1971-02-05,0.79737
1971-02-12,0.85620
1971-02-19,0.90513
1971-02-26,0.94265
1971-03-05,0.97067
1971-03-12,0.99266
1971-03-19,1.01435
1971-03-26,1.04274
1971-04-02,1.08277
1971-04-09,1.13773
1971-04-16,1.20574
1971-04-23,1.28206
1971-04-30,1.35668
1971-05-07,1.41867
1971-05-14,1.45358
1971-05-21,1.45214
1971-05-28,1.41058
1971-06-04,1.33133
1971-06-11,1.22091
1971-06-18,1.09841
1971-06-25,0.98476
1971-07-02,0.90161
1971-07-09,0.86936
1971-07-16,0.90170
1971-07-23,1.00368
1971-07-30,1.16896
1971-08-06,1.38145
1971-08-13,1.61620
1971-08-20,1.84619
1971-08-27,2.04051
1971-09-03,2.18057
1971-09-10,2.25000
1971-09-17,2.24898
1971-09-24,2.18344
1971-10-01,2.06893
1971-10-08,1.92358
1971-10-15,1.77047
1971-10-22,1.62917
1971-10-29,1.51420
1971-11-05,1.43441
1971-11-12,1.38974
1971-11-19,1.37582
1971-11-26,1.38072
1971-12-03,1.39285
1971-12-10,1.39973
1971-12-17,1.39052
1971-12-24,1.35779
1971-12-31,1.30159
1972-01-07,1.21532
1972-01-14,1.11282
1972-01-21,0.99914
1972-01-28,0.88325
1972-02-04,0.77469
1972-02-11,0.67893
1972-02-18,0.59894
1972-02-25,0.53554
1972-03-03,0.48760
1972-03-10,0.45226
1972-03-17,0.42459
1972-03-24,0.39940
1972-03-31,0.37183
1972-04-07,0.33717
1972-04-14,0.29591
1972-04-21,0.24760
1972-04-28,0.19569
1972-05-05,0.14433
1972-05-12,0.09863
1972-05-19,0.06393
1972-05-26,0.04544
1972-06-02,0.04574
1972-06-09,0.06566
1972-06-16,0.10236
1972-06-23,0.15101
1972-06-30,0.20407
1972-07-07,0.25267
1972-07-14,0.28979
1972-07-21,0.30899
1972-07-28,0.30541
1972-08-04,0.27850
1972-08-11,0.23042
1972-08-18,0.16630
1972-08-25,0.09259
1972-09-01,0.01735
1972-09-08,-0.05128
1972-09-15,-0.10796
1972-09-22,-0.14944
1972-09-29,-0.17506
1972-10-06,-0.18747
1972-10-13,-0.19138
1972-10-20,-0.19111
1972-10-27,-0.19192
1972-11-03,-0.19758
1972-11-10,-0.21000
1972-11-17,-0.22954
1972-11-24,-0.25452
1972-12-01,-0.28025
1972-12-08,-0.30137
1972-12-15,-0.31188
1972-12-22,-0.30403
1972-12-29,-0.27141
1973-01-05,-0.20986
1973-01-12,-0.11698
1973-01-19,0.00560
1973-01-26,0.15321
1973-02-02,0.31828
1973-02-09,0.49009
1973-02-16,0.65641
1973-02-23,0.80705
1973-03-02,0.93267
1973-03-09,1.02810
1973-03-16,1.09126
1973-03-23,1.12638
1973-03-30,1.13842
1973-04-06,1.13240
1973-04-13,1.11620
1973-04-20,1.09505
1973-04-27,1.07336
1973-05-04,1.05286
1973-05-11,1.03569
1973-05-18,1.02176
1973-05-25,1.01237
1973-06-01,1.00960
1973-06-08,1.01640
1973-06-15,1.03557
1973-06-22,1.07029
1973-06-29,1.12327
1973-07-06,1.19470
1973-07-13,1.28535
1973-07-20,1.39149
1973-07-27,1.51031
1973-08-03,1.63533
1973-08-10,1.76126
1973-08-17,1.88186
1973-08-24,1.99210
1973-08-31,2.08502
1973-09-07,2.15463
1973-09-14,2.19770
1973-09-21,2.21344
1973-09-28,2.20300
1973-10-05,2.16850
1973-10-12,2.11963
1973-10-19,2.06343
1973-10-26,2.01063
1973-11-02,1.96801
1973-11-09,1.94030
1973-11-16,1.92719
1973-11-23,1.92172
1973-11-30,1.91281
1973-12-07,1.88711
1973-12-14,1.83393
1973-12-21,1.74509
1973-12-28,1.61802
1974-01-04,1.45348
1974-01-11,1.26373
1974-01-18,1.06027
1974-01-25,0.85753
1974-02-01,0.67096
1974-02-08,0.51370
1974-02-15,0.39610
1974-02-22,0.32578
1974-03-01,0.30628
1974-03-08,0.33893
1974-03-15,0.42239
1974-03-22,0.55307
1974-03-29,0.72588
1974-04-05,0.93534
1974-04-12,1.17829
1974-04-19,1.44883
1974-04-26,1.74381
1974-05-03,2.05901
1974-05-10,2.39235
1974-05-17,2.73983
1974-05-24,3.09321
1974-05-31,3.44609
1974-06-07,3.78852
1974-06-14,4.10787
1974-06-21,4.39236
1974-06-28,4.62829
1974-07-05,4.80351
1974-07-12,4.91200
1974-07-19,4.95354
1974-07-26,4.93581
1974-08-02,4.87124
1974-08-09,4.77169
1974-08-16,4.65446
1974-08-23,4.52842
1974-08-30,4.40201
1974-09-06,4.27547
1974-09-13,4.14678
1974-09-20,4.01274
1974-09-27,3.86470
1974-10-04,3.69975
1974-10-11,3.51692
1974-10-18,3.32543
1974-10-25,3.13521
1974-11-01,2.95711
1974-11-08,2.80182
1974-11-15,2.67535
1974-11-22,2.57557
1974-11-29,2.49958
1974-12-06,2.43680
1974-12-13,2.37519
1974-12-20,2.30500
1974-12-27,2.21469
1975-01-03,2.09988
1975-01-10,1.95858
1975-01-17,1.79670
1975-01-24,1.62172
1975-01-31,1.44256
1975-02-07,1.26739
1975-02-14,1.10496
1975-02-21,0.95756
1975-02-28,0.82682
1975-03-07,0.71172
1975-03-14,0.60959
1975-03-21,0.51715
1975-03-28,0.42979
1975-04-04,0.34367
1975-04-11,0.25636
1975-04-18,0.16778
1975-04-25,0.07757
1975-05-02,-0.01110
1975-05-09,-0.09625
1975-05-16,-0.17455
1975-05-23,-0.24489
1975-05-30,-0.30382
1975-06-06,-0.35100
1975-06-13,-0.38677
1975-06-20,-0.41264
1975-06-27,-0.42996
1975-07-04,-0.44059
1975-07-11,-0.44655
1975-07-18,-0.44852
1975-07-25,-0.44611
1975-08-01,-0.43858
1975-08-08,-0.42464
1975-08-15,-0.40368
1975-08-22,-0.37534
1975-08-29,-0.33986
1975-09-05,-0.29892
1975-09-12,-0.25404
1975-09-19,-0.20744
1975-09-26,-0.16243
1975-10-03,-0.12064
1975-10-10,-0.08567
1975-10-17,-0.05842
1975-10-24,-0.03973
1975-10-31,-0.03041
1975-11-07,-0.03227
1975-11-14,-0.04608
1975-11-21,-0.07252
1975-11-28,-0.11217
1975-12-05,-0.16476
1975-12-12,-0.22862
1975-12-19,-0.30091
1975-12-26,-0.37886
1976-01-02,-0.45856
1976-01-09,-0.53567
1976-01-16,-0.60603
1976-01-23,-0.66696
1976-01-30,-0.71762
1976-02-06,-0.75778
1976-02-13,-0.78778
1976-02-20,-0.81038
1976-02-27,-0.82726
1976-03-05,-0.84021
1976-03-12,-0.84960
1976-03-19,-0.85582
1976-03-26,-0.85792
1976-04-02,-0.85433
1976-04-09,-0.84339
1976-04-16,-0.82404
1976-04-23,-0.79629
1976-04-30,-0.76174
1976-05-07,-0.72300
1976-05-14,-0.68383
1976-05-21,-0.64872
1976-05-28,-0.62138
1976-06-04,-0.60529
1976-06-11,-0.60213
1976-06-18,-0.61139
1976-06-25,-0.63194
1976-07-02,-0.66030
1976-07-09,-0.69300
1976-07-16,-0.72623
1976-07-23,-0.75680
1976-07-30,-0.78267
1976-08-06,-0.80279
1976-08-13,-0.81740
1976-08-20,-0.82742
1976-08-27,-0.83387
1976-09-03,-0.83818
1976-09-10,-0.84159
1976-09-17,-0.84436
1976-09-24,-0.84684
1976-10-01,-0.84780
1976-10-08,-0.84704
1976-10-15,-0.84330
1976-10-22,-0.83546
1976-10-29,-0.82343
1976-11-05,-0.80803
1976-11-12,-0.79014
1976-11-19,-0.77166
1976-11-26,-0.75560
1976-12-03,-0.74397
1976-12-10,-0.73982
1976-12-17,-0.74342
1976-12-24,-0.75578
1976-12-31,-0.77577
1977-01-07,-0.80198
1977-01-14,-0.83049
1977-01-21,-0.85871
1977-01-28,-0.88410
1977-02-04,-0.90410
1977-02-11,-0.91715
1977-02-18,-0.92290
1977-02-25,-0.92148
1977-03-04,-0.91322
1977-03-11,-0.89952
1977-03-18,-0.88092
1977-03-25,-0.85846
1977-04-01,-0.83239
1977-04-08,-0.80354
1977-04-15,-0.77150
1977-04-22,-0.73698
1977-04-29,-0.70073
1977-05-06,-0.66434
1977-05-13,-0.62916
1977-05-20,-0.59783
1977-05-27,-0.57156
1977-06-03,-0.55181
1977-06-10,-0.53918
1977-06-17,-0.53222
1977-06-24,-0.53002
1977-07-01,-0.53070
1977-07-08,-0.53230
1977-07-15,-0.53215
1977-07-22,-0.52858
1977-07-29,-0.52043
1977-08-05,-0.50731
1977-08-12,-0.48975
1977-08-19,-0.46851
1977-08-26,-0.44475
1977-09-02,-0.41910
1977-09-09,-0.39228
1977-09-16,-0.36422
1977-09-23,-0.33609
1977-09-30,-0.30775
1977-10-07,-0.28044
1977-10-14,-0.25427
1977-10-21,-0.22984
1977-10-28,-0.20798
1977-11-04,-0.18897
1977-11-11,-0.17379
1977-11-18,-0.16272
1977-11-25,-0.15612
1977-12-02,-0.15370
1977-12-09,-0.15543
1977-12-16,-0.16045
1977-12-23,-0.16833
1977-12-30,-0.17751
1978-01-06,-0.18722
1978-01-13,-0.19539
1978-01-20,-0.20057
1978-01-27,-0.20175
1978-02-03,-0.19786
1978-02-10,-0.18874
1978-02-17,-0.17333
1978-02-24,-0.15128
1978-03-03,-0.12260
1978-03-10,-0.08695
1978-03-17,-0.04452
1978-03-24,0.00419
1978-03-31,0.05820
1978-04-07,0.11648
1978-04-14,0.17782
1978-04-21,0.24026
1978-04-28,0.30180
1978-05-05,0.36026
1978-05-12,0.41373
1978-05-19,0.46097
1978-05-26,0.50088
1978-06-02,0.53356
1978-06-09,0.55899
1978-06-16,0.57778
1978-06-23,0.58953
1978-06-30,0.59478
1978-07-07,0.59363
1978-07-14,0.58662
1978-07-21,0.57473
1978-07-28,0.55941
1978-08-04,0.54227
1978-08-11,0.52696
1978-08-18,0.51908
1978-08-25,0.52416
1978-09-01,0.54820
1978-09-08,0.59687
1978-09-15,0.67379
1978-09-22,0.77961
1978-09-29,0.91319
1978-10-06,1.06766
1978-10-13,1.23612
1978-10-20,1.40758
1978-10-27,1.57164
1978-11-03,1.71567
1978-11-10,1.83305
1978-11-17,1.91752
1978-11-24,1.96275
1978-12-01,1.97185
1978-12-08,1.94622
1978-12-15,1.88954
1978-12-22,1.80758
1978-12-29,1.70545
1979-01-05,1.58802
1979-01-12,1.46102
1979-01-19,1.32898
1979-01-26,1.19641
1979-02-02,1.06651
1979-02-09,0.94248
1979-02-16,0.82611
1979-02-23,0.71904
1979-03-02,0.62455
1979-03-09,0.54323
1979-03-16,0.47691
1979-03-23,0.42591
1979-03-30,0.39048
1979-04-06,0.36973
1979-04-13,0.36291
1979-04-20,0.36872
1979-04-27,0.38576
1979-05-04,0.41282
1979-05-11,0.44873
1979-05-18,0.49324
1979-05-25,0.54566
1979-06-01,0.60575
1979-06-08,0.67157
1979-06-15,0.74225
1979-06-22,0.81585
1979-06-29,0.89124
1979-07-06,0.96682
1979-07-13,1.04330
1979-07-20,1.12164
1979-07-27,1.20281
1979-08-03,1.28813
1979-08-10,1.37882
1979-08-17,1.47696
1979-08-24,1.58240
1979-08-31,1.69452
1979-09-07,1.81119
1979-09-14,1.93092
1979-09-21,2.04977
1979-09-28,2.16242
1979-10-05,2.26468
1979-10-12,2.35269
1979-10-19,2.42005
1979-10-26,2.46487
1979-11-02,2.48570
1979-11-09,2.47915
1979-11-16,2.44826
1979-11-23,2.39589
1979-11-30,2.32681
1979-12-07,2.24657
1979-12-14,2.16117
1979-12-21,2.07746
1979-12-28,1.99900
1980-01-04,1.93257
1980-01-11,1.88675
1980-01-18,1.86700
1980-01-25,1.88393
1980-02-01,1.94541
1980-02-08,2.05522
1980-02-15,2.21615
1980-02-22,2.42501
1980-02-29,2.67243
1980-03-07,2.94182
1980-03-14,3.21634
1980-03-21,3.47137
1980-03-28,3.68263
1980-04-04,3.83653
1980-04-11,3.91511
1980-04-18,3.91298
1980-04-25,3.83324
1980-05-02,3.68216
1980-05-09,3.47141
1980-05-16,3.21835
1980-05-23,2.93669
1980-05-30,2.63905
1980-06-06,2.33866
1980-06-13,2.04349
1980-06-20,1.76004
1980-06-27,1.49730
1980-07-04,1.26633
1980-07-11,1.07185
1980-07-18,0.92509
1980-07-25,0.82374
1980-08-01,0.76924
1980-08-08,0.75916
1980-08-15,0.78375
1980-08-22,0.83352
1980-08-29,0.90385
1980-09-05,0.98625
1980-09-12,1.07208
1980-09-19,1.16475
1980-09-26,1.26165
1980-10-03,1.36868
1980-10-10,1.48609
1980-10-17,1.62675
1980-10-24,1.78778
1980-10-31,1.97419
1980-11-07,2.18114
1980-11-14,2.39810
1980-11-21,2.61858
1980-11-28,2.83067
1980-12-05,3.01291
1980-12-12,3.15233
1980-12-19,3.24676
1980-12-26,3.27436
1981-01-02,3.24528
1981-01-09,3.15981
1981-01-16,3.03225
1981-01-23,2.86882
1981-01-30,2.68703
1981-02-06,2.49597
1981-02-13,2.31128
1981-02-20,2.14505
1981-02-27,1.99793
1981-03-06,1.87991
1981-03-13,1.79382
1981-03-20,1.74295
1981-03-27,1.72675
1981-04-03,1.74642
1981-04-10,1.79676
1981-04-17,1.87927
1981-04-24,1.98135
1981-05-01,2.10338
1981-05-08,2.24265
1981-05-15,2.39314
1981-05-22,2.54960
1981-05-29,2.71364
1981-06-05,2.87352
1981-06-12,3.03047
1981-06-19,3.17447
1981-06-26,3.29952
1981-07-03,3.39979
1981-07-10,3.47174
1981-07-17,3.51526
1981-07-24,3.52634
1981-07-31,3.51224
1981-08-07,3.47223
1981-08-14,3.41308
1981-08-21,3.34062
1981-08-28,3.26402
1981-09-04,3.18619
1981-09-11,3.11558
1981-09-18,3.04947
1981-09-25,2.98949
1981-10-02,2.93784
1981-10-09,2.88612
1981-10-16,2.83706
1981-10-23,2.78593
1981-10-30,2.72943
1981-11-06,2.66236
1981-11-13,2.58686
1981-11-20,2.50228
1981-11-27,2.41387
1981-12-04,2.32654
1981-12-11,2.24286
1981-12-18,2.16387
1981-12-25,2.09390
1982-01-01,2.03233
1982-01-08,1.98254
1982-01-15,1.95093
1982-01-22,1.93591
1982-01-29,1.94149
1982-02-05,1.95994
1982-02-12,1.99196
1982-02-19,2.03227
1982-02-26,2.07537
1982-03-05,2.11345
1982-03-12,2.14482
1982-03-19,2.16955
1982-03-26,2.18641
1982-04-02,2.19614
1982-04-09,2.20609
1982-04-16,2.21935
1982-04-23,2.24016
1982-04-30,2.27511
1982-05-07,2.32773
1982-05-14,2.40109
1982-05-21,2.49322
1982-05-28,2.59508
1982-06-04,2.69651
1982-06-11,2.79189
1982-06-18,2.86962
1982-06-25,2.92216
1982-07-02,2.94820
1982-07-09,2.95342
1982-07-16,2.94400
1982-07-23,2.93678
1982-07-30,2.94382
1982-08-06,2.97596
1982-08-13,3.03708
1982-08-20,3.11869
1982-08-27,3.21069
1982-09-03,3.29265
1982-09-10,3.34367
1982-09-17,3.34413
1982-09-24,3.27506
1982-10-01,3.13049
1982-10-08,2.91569
1982-10-15,2.64451
1982-10-22,2.34292
1982-10-29,2.03337
1982-11-05,1.73876
1982-11-12,1.47591
1982-11-19,1.25375
1982-11-26,1.07519
1982-12-03,0.93397
1982-12-10,0.82171
1982-12-17,0.72822
1982-12-24,0.64071
1982-12-31,0.55346
1983-01-07,0.46387
1983-01-14,0.37298
1983-01-21,0.28484
1983-01-28,0.20359
1983-02-04,0.13339
1983-02-11,0.07806
1983-02-18,0.03943
1983-02-25,0.01694
1983-03-04,0.00602
1983-03-11,0.00415
1983-03-18,0.00577
1983-03-25,0.00417
1983-04-01,-0.00362
1983-04-08,-0.02043
1983-04-15,-0.04666
1983-04-22,-0.07991
1983-04-29,-0.11776
1983-05-06,-0.15551
1983-05-13,-0.18816
1983-05-20,-0.21272
1983-05-27,-0.22828
1983-06-03,-0.23300
1983-06-10,-0.22823
1983-06-17,-0.21644
1983-06-24,-0.19969
1983-07-01,-0.17974
1983-07-08,-0.15985
1983-07-15,-0.14149
1983-07-22,-0.12646
1983-07-29,-0.11553
1983-08-05,-0.10852
1983-08-12,-0.10513
1983-08-19,-0.10529
1983-08-26,-0.10627
1983-09-02,-0.10690
1983-09-09,-0.10580
1983-09-16,-0.10154
1983-09-23,-0.09203
1983-09-30,-0.07744
1983-10-07,-0.05711
1983-10-14,-0.03252
1983-10-21,-0.00378
1983-10-28,0.02464
1983-11-04,0.05261
1983-11-11,0.07644
1983-11-18,0.09507
1983-11-25,0.10705
1983-12-02,0.11091
1983-12-09,0.10609
1983-12-16,0.09243
1983-12-23,0.06909
1983-12-30,0.03667
1984-01-06,-0.00095
1984-01-13,-0.04207
1984-01-20,-0.08352
1984-01-27,-0.12204
1984-02-03,-0.15475
1984-02-10,-0.17982
1984-02-17,-0.19493
1984-02-24,-0.19973
1984-03-02,-0.19323
1984-03-09,-0.17472
1984-03-16,-0.14291
1984-03-23,-0.09746
1984-03-30,-0.03731
1984-04-06,0.03783
1984-04-13,0.12628
1984-04-20,0.22788
1984-04-27,0.34066
1984-05-04,0.46133
1984-05-11,0.58648
1984-05-18,0.71054
1984-05-25,0.82777
1984-06-01,0.93392
1984-06-08,1.02282
1984-06-15,1.09158
1984-06-22,1.13609
1984-06-29,1.15322
1984-07-06,1.14093
1984-07-13,1.10032
1984-07-20,1.03860
1984-07-27,0.96158
1984-08-03,0.87761
1984-08-10,0.79374
1984-08-17,0.71518
1984-08-24,0.64318
1984-08-31,0.57856
1984-09-07,0.52126
1984-09-14,0.46775
1984-09-21,0.41454
1984-09-28,0.36026
1984-10-05,0.30437
1984-10-12,0.24642
1984-10-19,0.18853
1984-10-26,0.13288
1984-11-02,0.08146
1984-11-09,0.03418
1984-11-16,-0.00980
1984-11-23,-0.05083
1984-11-30,-0.09094
1984-12-07,-0.13022
1984-12-14,-0.17139
1984-12-21,-0.21438
1984-12-28,-0.25738
1985-01-04,-0.29982
1985-01-11,-0.33773
1985-01-18,-0.36682
1985-01-25,-0.38582
1985-02-01,-0.39323
1985-02-08,-0.38911
1985-02-15,-0.37613
1985-02-22,-0.35720
1985-03-01,-0.33560
1985-03-08,-0.31520
1985-03-15,-0.29979
1985-03-22,-0.29082
1985-03-29,-0.28934
1985-04-05,-0.29702
1985-04-12,-0.31285
1985-04-19,-0.33491
1985-04-26,-0.36137
1985-05-03,-0.38909
1985-05-10,-0.41691
1985-05-17,-0.44070
1985-05-24,-0.46008
1985-05-31,-0.47404
1985-06-07,-0.48208
1985-06-14,-0.48364
1985-06-21,-0.47987
1985-06-28,-0.47061
1985-07-05,-0.45768
1985-07-12,-0.44085
1985-07-19,-0.41942
1985-07-26,-0.39368
1985-08-02,-0.36429
1985-08-09,-0.33166
1985-08-16,-0.29756
1985-08-23,-0.26467
1985-08-30,-0.23555
1985-09-06,-0.21321
1985-09-13,-0.20023
1985-09-20,-0.19904
1985-09-27,-0.20924
1985-10-04,-0.23043
1985-10-11,-0.25935
1985-10-18,-0.29172
1985-10-25,-0.32352
1985-11-01,-0.35082
1985-11-08,-0.37020
1985-11-15,-0.38070
1985-11-22,-0.38185
1985-11-29,-0.37559
1985-12-06,-0.36511
1985-12-13,-0.35337
1985-12-20,-0.34396
1985-12-27,-0.33761
1986-01-03,-0.33711
1986-01-10,-0.34135
1986-01-17,-0.34801
1986-01-24,-0.35574
1986-01-31,-0.36280
1986-02-07,-0.36598
1986-02-14,-0.36372
1986-02-21,-0.35603
1986-02-28,-0.34438
1986-03-07,-0.33162
1986-03-14,-0.32102
1986-03-21,-0.31644
1986-03-28,-0.32089
1986-04-04,-0.33726
1986-04-11,-0.36398
1986-04-18,-0.39799
1986-04-25,-0.43633
1986-05-02,-0.47277
1986-05-09,-0.50208
1986-05-16,-0.52095
1986-05-23,-0.52700
1986-05-30,-0.52027
1986-06-06,-0.50277
1986-06-13,-0.47694
1986-06-20,-0.44875
1986-06-27,-0.42396
1986-07-04,-0.40690
1986-07-11,-0.40000
1986-07-18,-0.40429
1986-07-25,-0.41853
1986-08-01,-0.43920
1986-08-08,-0.46126
1986-08-15,-0.48194
1986-08-22,-0.49703
1986-08-29,-0.50417
1986-09-05,-0.50305
1986-09-12,-0.49393
1986-09-19,-0.48166
1986-09-26,-0.46887
1986-10-03,-0.45867
1986-10-10,-0.45391
1986-10-17,-0.45519
1986-10-24,-0.46057
1986-10-31,-0.46895
1986-11-07,-0.47748
1986-11-14,-0.48429
1986-11-21,-0.48616
1986-11-28,-0.48325
1986-12-05,-0.47574
1986-12-12,-0.46508
1986-12-19,-0.45295
1986-12-26,-0.44160
1987-01-02,-0.43500
1987-01-09,-0.43277
1987-01-16,-0.43558
1987-01-23,-0.44284
1987-01-30,-0.45359
1987-02-06,-0.46410
1987-02-13,-0.47154
1987-02-20,-0.47115
1987-02-27,-0.46202
1987-03-06,-0.44029
1987-03-13,-0.40189
1987-03-20,-0.34588
1987-03-27,-0.27216
1987-04-03,-0.18261
1987-04-10,-0.08291
1987-04-17,0.02210
1987-04-24,0.12320
1987-05-01,0.21108
1987-05-08,0.28293
1987-05-15,0.33151
1987-05-22,0.35930
1987-05-29,0.36119
1987-06-05,0.34281
1987-06-12,0.30866
1987-06-19,0.26026
1987-06-26,0.20622
1987-07-03,0.14789
1987-07-10,0.08994
1987-07-17,0.03169
1987-07-24,-0.02487
1987-07-31,-0.07530
1987-08-07,-0.11484
1987-08-14,-0.14100
1987-08-21,-0.14217
1987-08-28,-0.11566
1987-09-04,-0.05806
1987-09-11,0.02571
1987-09-18,0.13317
1987-09-25,0.25616
1987-10-02,0.38864
1987-10-09,0.51840
1987-10-16,0.63567
1987-10-23,0.73247
1987-10-30,0.80285
1987-11-06,0.83832
1987-11-13,0.84732
1987-11-20,0.83709
1987-11-27,0.80950
1987-12-04,0.77144
1987-12-11,0.72092
1987-12-18,0.66471
1987-12-25,0.60090
1988-01-01,0.53277
1988-01-08,0.46108
1988-01-15,0.38931
1988-01-22,0.31682
1988-01-29,0.24622
1988-02-05,0.17923
1988-02-12,0.12038
1988-02-19,0.07261
1988-02-26,0.03600
1988-03-04,0.01270
1988-03-11,0.00265
1988-03-18,0.00672
1988-03-25,0.02028
1988-04-01,0.04204
1988-04-08,0.06802
1988-04-15,0.09159
1988-04-22,0.11087
1988-04-29,0.12096
1988-05-06,0.12256
1988-05-13,0.11801
1988-05-20,0.10923
1988-05-27,0.09964
1988-06-03,0.09386
1988-06-10,0.09327
1988-06-17,0.10027
1988-06-24,0.11516
1988-07-01,0.13694
1988-07-08,0.16245
1988-07-15,0.18820
1988-07-22,0.21101
1988-07-29,0.22660
1988-08-05,0.23447
